asin,reviewerID,reviewText,overall,summary,unixReviewTime,helpful_votes,total_votes,product_brand,product_title,product_price
B001Q8DMA0,A7NP2PRGDPWH3,I bought this towel while looking for a cheaper alternative to my Cobra and Chemical Guys drying towels.  The search goes on.  I have washed this towel countless times and it still leaves blue fibers all over my car.  It also isn't all that absorbent.,2,You live and you learn.,1398988800,0,0,NA,Viking Microfiber Waffle Weave Drying Towel - 9 Square Feet,9.76
B001Q8DMA0,A1XO3V9O524VCQ,"This thing is BIG, almost too big, hard to keep it from touching the ground. can easily dry an entire car of almost any size with this.",5,Big Towel,1393632000,0,0,NA,Viking Microfiber Waffle Weave Drying Towel - 9 Square Feet,9.76
B001Q8DMA0,AQINPIMC09ZAT,"This towel is really great for drying your car.  I can do the whole car easily without needing to wring it out once.  As other reviewers have mentioned, it does tend to catch on corners if you are not careful and mine pulled a thread out about an inch.  I still think it is great but if it was woven just a tiny bit tighter I think it would be that much better.  Still the best towel I have found for drying off my car, will buy another when this one is used up.",4,Really picks up the water,1396656000,0,0,NA,Viking Microfiber Waffle Weave Drying Towel - 9 Square Feet,9.76
B001Q8DMA0,A3PUWIKP32K41A,Good big size and works pretty well. My only complaint is that it snags on literally everything that is not flat on my car!,3,Snags alot,1395273600,0,0,NA,Viking Microfiber Waffle Weave Drying Towel - 9 Square Feet,9.76
B001Q8IXW2,A19RPDCMN4HJ8M,"I actually ordered these after reading a review by a woman who said she uses them to wash the make-up off her face! I thought these would hold up well, and liked the oval contoured shape for this sort of use. I also thought these were well priced for a package of 6.When they arrived however, they were not the oval ones shown in the picture, and they did not come in a package of 6. For this reason, I did not give them more than 2 stars.  Though I do think they are nice, thick quality, terry covered pads, they are not what as shown in the ad's picture, and I was very disappointed to find only 4 in the package.",2,Heavy Duty Applicators,1399420800,2,2,NA,Viking Cotton Terry Wax Applicator Pads - 6 Pack,5.13
B001Q8IXW2,ATUP4GIXRJSLC,These are one or two time uses and then toss then.  You want a lasting pad go with foam.  These don't suit my needs but they are what they say they are.  I have nothing against the product it just didn't work for me.,3,It's ok,1398729600,0,0,NA,Viking Cotton Terry Wax Applicator Pads - 6 Pack,5.13
B001Q8IXW2,A636SDCLXDASU,"I used it to apply waxes, with cleaners, and for leather care products and they held up well.The foam is a bit denser than the Lexol pads and the terry cloth feels softer.When I clean my leather handbags, shoes and sofas, I like to use these terry cloth pads because they help with rubbing away grime and stains better than just the microfiber cloth. If I just condition the leather, then I use the microfiber cloths.I washed them and put them in the washer, even put them in the dryer and they are fine.Obviously, they don't last forever and depending on how soiled you get them, they last longer or shorter.These pads are the great value, a pack of 6 for about $5.17, that is about $0.86 for one pad.",5,Great value and versatile!,1400112000,8,8,NA,Viking Cotton Terry Wax Applicator Pads - 6 Pack,5.13
B001Q8IXW2,A3RLJ74U6JXAZV,"These are no cheaper, or smaller than any of the name brand pads - but they cost a fraction of the price.  I use these to wax, and to apply leather conditioner.  They've worked great, and I have no problem recommending them to others!",5,"Cheap, reliable application pads",1398816000,0,0,NA,Viking Cotton Terry Wax Applicator Pads - 6 Pack,5.13
B001QIUGVI,AUL2CD4MXGFA5,"The downloaded PDF manual fails to cover the PC link program.Needed to up date the product Firmware, (which it will need)so, I installed the software and clicked help, in the app. and it too has zero help. just links to , innova.The PC-link must install MS-SQL and one other package first. (a fully updated windows 7 , did load perfect)but im off to buy a USB cable ...The Scan tool works great.  I will update this review , later with more cars tests.The idea of a hand held with logging , ability was my main goal, as was SRS/ABS.  (USA market cars , all)I use alldata.com for pure data on specific cars. and FSM's,, I will not use the, repair solutions links.I will review only the tool. It will augment my other 10 tools, including scantool.net top products.The first thing will the extended live data. for my newer cars.The first job to do is real, an 08 Jeep JK, and TPMS issues.the 08 has no evics option so can not get what tire of the 5, are unhappy.I get C1501,  tire 1 is LF, saving my trip too the tire store, the LF last blow out wrecked a good sensor and got new one.This car has 1000 of DTCs, I looked at Innova DTC look up and they are all there. I tried 20 at random.  5 stars for JEEP.I dont need a online link to tell me it's Sensor 1 , my FSM is gospel.It also did all air bag ABS fails too.nice tool.",5,"Does all the things my other 10 tool can't  , Nice upgraged.",1392508800,0,0,Innova,INNOVA 3160 Diagnostic Scan Tool with ABS/SRS and Live Data for OBD2 Vehicles,179.1
B001QIUGVI,A1VEKMVQAU3D4I,"I bought this to diagnose the ABS fault in my 2005 F-150 -- the device said it was the rear differential speed sensor and it was.  The INNOVA 3160 cleared the fault after I made the repair.  I also tried to diagnose the ABS fault on my 1997 Jeep Grand Cherokee -- it can talk to the engine sub-system but not the ABS sub-system.  I think the INNOVA 3160 pays for itself in one repair, because visiting the shop is costly, and will lead to more repairs.",5,INNOVA 3160,1392422400,0,0,Innova,INNOVA 3160 Diagnostic Scan Tool with ABS/SRS and Live Data for OBD2 Vehicles,179.1
B001QIUGVI,AK36FOOA3FOZ0,"I'm not sure why every type of code reader is coming down in price but offering software to load on your laptop to store, compare, print, and submit to a group of mechanics to analyze your data.The reason I gave it three starts and thought about two is the fact that this code reader is connecting to your car's master computer but utilizes the Internet to download updates etc. Yet instead of using an Open System Operating System or creating a Mac Version, which if there was a Mac OS X version, a mechanic wouldn't have to lug around a laptop but could use an iPad.Plus, I have used Windows and Windows Servers for 26 years and paid quarterly subscriptions for Norton, Symantec, etc. and still Trojan Horses would infect the server. Every dealership has a Windows Server with WiFi so they can connect easily to the site to upload or download data or update software. Why would these idiots at INNOVA pay the cost of using a windows operating system when they could jump to open system code or produce a Mac App.  Because i'm convinced these companies don't have a clue about computers. They are mechanics who know how to use a laptop.  BIG MISTAKE AND I CAN'T WAIT UNTIL THESE CARS THAT ARE MORE AND MORE DEPENDENT ON COMPUTERS TO DO EVERYTHING BUT DRIVE THE CAR AND MONITOR EVERYTHING TO UPLOAD A VIRUS TO A VEHICLE.  THEY WILL BE USING THEIR LAPTOP, HAVE A SUBSCRIPTION TO THE OVER PRICED SOFTWARE AND ITS JUST A MATTER OF TIME. SIX MONTHS.  WINDOWS IS JUNK AND I REFUSE TO OWN ONE. I CREATE A VIRTUAL WINDOWS MACHINE ON MY HARD DRIVE COMPLETELY ISOLATED FROM EVERYTHING ELSE BUT EVENTUALLY THE PEOPLE WHO KEEP AWARDING THIS COMPANY FIVE STARS, REALLY NEED TO MOVE OUT OF THEIR MONKEY SUIT AND REALIZE A LATE MODEL CAR IS NOTHING BUT A BIG COMPUTER. WHEN SOMEBODY DIES BECAUSE THE MASTER COMPUTER IS INFECTED, INNOVA WON'T BE AROUND ANYMORE!!",2,Great Code Reader,1390089600,0,5,Innova,INNOVA 3160 Diagnostic Scan Tool with ABS/SRS and Live Data for OBD2 Vehicles,179.1
B001QIYAQ0,AU11R9QF65EH3,"This works wonders for what it is. I used it on my Saturn and although it isn't covered in some of the very detailed scans, it works as intended. I can def save some money having my issues known ahead of time and be educated enough before hitting the dealer or mechanic.",5,Great,1401667200,0,0,Innova,INNOVA 3150 Diagnostic Code Reader with ABS/SRS for OBD2 Vehicles,166.94
B001QIYAQ0,A1IIQO2453V234,I've only used this once but it worked perfectly. I really like the way the codes come up with the definition. saves you from having to look up the code in a book or online. A must buy for any at home mechanic.,5,Reset my Honda Accord SRS light without any problems,1399075200,0,0,Innova,INNOVA 3150 Diagnostic Code Reader with ABS/SRS for OBD2 Vehicles,166.94
B001QIYAQ0,A1WJV6LHZUMFQN,Fantastic unit read my ABS codes on my F250 and Merc Mountaineer not a problem I had a ABS lite on my 250 scanner told me what sensor to check It was simple a chunk of cardboard that had been ran over and wet that got into the sensor hole and it could not see the toner ring.. saved me a few hrs looking as I went right to the corner that had the problem.. One the Mercury It showed misfiring on cylinder 6 my other scanner Actron never found it as I've scanned the issue of a miss with that actron several time it never read that code this one hit it the 1st scan coil pac had a bad section on 6 problem solved,5,Code Scanner,1398816000,0,0,Innova,INNOVA 3150 Diagnostic Code Reader with ABS/SRS for OBD2 Vehicles,166.94
B001RBQF4G,AH6HBXJ9HI1LH,I have to untie the hooks from the net every single time that I remove it from the seat. It is not rigid like other brands.,2,Have to untie all the time,1395532800,0,0,Fuel Helmets,Fuel Bungee Cord Cargo Net,4.26
B001RBQF4G,A3BIR2418I0M3N,This net is very good for your rear rack. Six hooks and good size provide secure tie downs. (0 (),5,Great!,1389225600,0,0,Fuel Helmets,Fuel Bungee Cord Cargo Net,4.26
B001RBQF4G,A2CHEBHJ7G17CN,"Other stores have this thing for .99!  Make sure you need it, it's not really what you want for long rides or large loads",3,Not sure how to word this,1388966400,0,0,Fuel Helmets,Fuel Bungee Cord Cargo Net,4.26
B001RBQF4G,AY57N4GD6TVDP,"I use this to hold my second helmet in place on passenger seat, and have yet to see it move. Hooks leave a little something to be desired, but all-in-all I am super happy!",5,holds extra helmet in place,1396569600,0,0,Fuel Helmets,Fuel Bungee Cord Cargo Net,4.26
B001RBQF4G,A355C0IRPK7BSD,Comes in handy when you have more to carry than you can fit into your saddle bags. Glad I bought it.,5,Handy,1395532800,0,0,Fuel Helmets,Fuel Bungee Cord Cargo Net,4.26
B001RBQF4G,A1157JBNCPCA5Q,"Holds stuff on the back of the bike just fine.  Have had some heavier stuff back there.  Strong web, good hooks.",5,Strong net,1390003200,0,0,Fuel Helmets,Fuel Bungee Cord Cargo Net,4.26
B001RNOHBC,A3433V6H1NDFGP,"This Cobra power inverter is working very good so far, though I have only used it a few times to power my Omega juicer at 150 watts. It is pretty silent, only being heard when the fan comes on momentarily, then is silent. The fan has not been loud yet, although it may get louder if the surrounding temperature exceeds a comfortable level. That remains to be seen and I will update my report if the situation changes.",5,Excellent inverter,1402012800,2,2,Cobra,Cobra CPI 480 400-Watt 12-Volt DC to 120-Volt AC Power Inverter with 5-Volt USB Output,25.95
B001RNOHBC,A2PHXB4LFHO5UZ,"Purchased a more expensive inverter that did not work, returned and purchased this. worked perfectly out of the box and has continued to work through freezing cold/hot conditions. the dual connections also make it great for traveling/temp mounting in an additional car.",5,Great small inverter,1390694400,0,0,Cobra,Cobra CPI 480 400-Watt 12-Volt DC to 120-Volt AC Power Inverter with 5-Volt USB Output,25.95
B001RNOHBC,A1IIQO2453V234,Does exactly as it says. Powerful and doesn't overheat or loose power. Cobra is a trusted name and I'm happy I chose this brand.,4,Good bang for the buck,1399075200,0,0,Cobra,Cobra CPI 480 400-Watt 12-Volt DC to 120-Volt AC Power Inverter with 5-Volt USB Output,25.95
B001RNOHBC,A2F8ERAS0M7P39,"Good deal on this small wattage power inverter. Used properly, it will give what it advertises. Easy to use and seems to be well built.",5,Great price on quality product,1393632000,0,0,Cobra,Cobra CPI 480 400-Watt 12-Volt DC to 120-Volt AC Power Inverter with 5-Volt USB Output,25.95
B001SG8Z1Q,A1BR7CYLDDUALQ,"Washer is steel, not like the OEM aluminum crush washer. But a cheap alternative to buying VW/Audi parts",3,Made in China,1404086400,0,0,Dorman,Dorman 090-171 Oil Drain Plug - Pack Of 5,6.36
B001SG8Z1Q,A19ETYGUVX1B8,"These oil drain plugs are pretty basic, made in China, not the greatest fit and finish, but they work.  The alternative is to buy copper crush gaskets at the dealer for a little bit more money.I ordered the first set, and bag arrived torn open and the box inside was missing all the plugs.  I contacted the vendor and they sent me a new set, which arrived fine.",4,Work fine,1396396800,0,0,Dorman,Dorman 090-171 Oil Drain Plug - Pack Of 5,6.36
B001SG8Z1Q,A2QR9IXLMIDL5U,It's a plug that the stealership says you should change at every oil change so buy a box of 5 and you have 50k miles worth of them under the cost of 1 at the stealership,5,It's a plug,1391299200,0,0,Dorman,Dorman 090-171 Oil Drain Plug - Pack Of 5,6.36
B001TAFBPY,A14Z6D3IRJ23F7,"I bought these for my Mitsubishi Evolution X to match my 5k HID fog lights, and they look identical in temperature, spot on 5k. Much better then the 4300k that was OEM. It is a very bright white, just the slightest (if not at all) bluish tint. These look like quality bulbs, and I'm sure they will last for quite some time (so far about 15k miles on). I will definitely stick with these for their great price and quality going forward.",5,Love these bulbs!,1392508800,0,0,NA,"MAXLUX HID Xenon Bulbs D2C (D2R/D2S) (1 Pair, Natural Yellow)",39.99
B001TAFBPY,ALP7A0NNEYU5T,Great bulbs at a discount price. Color temp is great and no issues so far. Time will tell.,5,Five Stars,1404777600,0,0,NA,"MAXLUX HID Xenon Bulbs D2C (D2R/D2S) (1 Pair, Natural Yellow)",39.99
B001TE0IMG,AF6WP7ZTW3W82,"I am using this to power my TV and Satellite receiver in my RV.  First one only lasted a couple of days,  Easy return and reorder from Amazon and new one has been working for several weeks now.",5,Power Power Power,1399334400,1,1,Cobra,Cobra CPI 880 800 Watt 12 Volt DC to 120 Volt AC Power Inverter with 5 Volt USB output,48.16
B001TFE38A,A2UAT3A0KEON7L,"This is a good product if you live in an area that has a lot of potential rain fall.  I've noticed that after application, the rain just beads off when you start driving.  It's a great sealant and addition to put onto your car before you put on your favorite wax.  Great product from CG.",5,Good for rain protection.,1393718400,1,2,Chemical Guys,Chemical Guys WAC_118_16 - JetSeal Anti-Corrosion Sealant and Paint Protectant (16 oz),38.95
B001TFE38A,A2G5TBOB0CGLRZ,I use this stuff on all 4 vehicles!! I love how it protects and easy off!! Chemical Guys keep it coming with awesome products this is one of them and thats why it's still here!,5,Must have!,1396224000,0,0,Chemical Guys,Chemical Guys WAC_118_16 - JetSeal Anti-Corrosion Sealant and Paint Protectant (16 oz),38.95
B001TFE38A,A2Q3JAF2FM9O4S,Over the last 2 years i have had a real problem with birds leaving their business on my car. I have tried just about everything that you can find in a regular parts store and to not avail i cant get the droppings to wipe off or clean easy. After applying this with a layer of butter wet wax the next day they did it again this time i wiped it off very easy. I really like this product and would recomend.,5,Finally a real product,1397347200,1,2,Chemical Guys,Chemical Guys WAC_118_16 - JetSeal Anti-Corrosion Sealant and Paint Protectant (16 oz),38.95
B001TFE38A,A1Q618AI7CRY6,"I am seeing some different opinions on this stuff, so I thought I would give it a try. I pickup the CG black light a few months ago and was very happy, so I figured I would buy some other products from them. I have a 2014 Cadillac ATS, Black, the  car spends everyday at the airport so you name it, and it gets on the paint. I used the Black light, followed by the Wet Butter wax and then the Jet seal. My car feels like glass. I did this in the garage, and had zero white flaking, very easy on and off. I am not sure why you would apply wax over a sealant, as some here have,  I always thought the sealant was the last step. I gave this 4 stars and will update in a few weeks to see how it holds up during the hot summer months, and the weekly washing my car gets.",4,JetSeal,1402876800,1,1,Chemical Guys,Chemical Guys WAC_118_16 - JetSeal Anti-Corrosion Sealant and Paint Protectant (16 oz),38.95
B001THV9D0,AW9DZG764KU7E,"Must inexperienced people using car care products often use way to much product, remember when using this to apply small amounts into THIN even coats, let dry and buff out with a microfiber. Being in the detail business for almost 10 years now I would highly recommend Eurows yellow microfiber towles, they are high quality and a come at a great price. Remember if you use a towel for removal of brake dust never use it on your paint, even once you clean it.. it will never be safe to use on paint.  And if your really into stocking up on some CG do it on their website and sign up for emails. You get much better deals and usually emails give you first dibs on their special. Sometimes a sale can be cleaned out of stock in less than hours so I recommend to always be up to date on your emails.",5,Less is more.,1399766400,0,0,Chemical Guys,Chemical Guys WAC_303 - Wheel Guard Rim &amp; Wheel Sealant (8 oz),14.95
B001THV9D0,A1E5I7Z7Y7HY76,I really like this wheel wax and does a good job of keeping dirt from sticking to the wheels and when applying it there is a great smell.,5,Works great smells even better,1402358400,0,0,Chemical Guys,Chemical Guys WAC_303 - Wheel Guard Rim &amp; Wheel Sealant (8 oz),14.95
B001THVNCM,A1O78OCRVUDREH,"Let me start off by saying that I love the chemical guys products for helping keep my cars looking good and this is the product I use most! It's works great for drying, clay baring, and even hoseless washing when your in a pinch. I spray this liberally in my waffle weave drying towels to dry cars after washes and leave a slick sparkling finish. Waterless washing with this stuff is great, pour a few ounces in a bucket with distiller water and soft towels, spray it on the panel of the car you want to wash and wipe clean!",5,Works as good as it smells!,1398988800,0,0,Chemical Guys,Chemical Guys WAC_116_16 - Extreme Slick Synthetic Detailer (16 oz),9.95
B001THVNCM,A1KCG5U4HAB66U,"Meh.  I love the yellow interior cleaner, and the &#34;new car&#34; and &#34;leather&#34; scents they sell are great.  Had high expectations, little disappointed.  if there is bugs / bird poop you want to wipe off the car quickly, this works fine.  But it's not really much of a detailer as far as I can see.  Definitely leave behind smears and residue unless you dry it quickly with a dry microfiber cloth.  This isn't a bad product, just not what I was hoping it would be.",3,This is ok.  Use a microfiber cloth to dry it or it will smear.,1401321600,0,1,Chemical Guys,Chemical Guys WAC_116_16 - Extreme Slick Synthetic Detailer (16 oz),9.95
B001THVNCM,A2000T663OJLEA,"I use this for almost everything.  From spot remover to clay lube.I noticed this formula is a lot more rich and thicker then off the shelf brands.I have one bottle that has 10% distilled water to thin out the detailer.I prefer the thinned out solution for spot cleaning, because it doesn't leave streaks on first pass and wipe off a little easier.This is one product I buy in gallon size.",5,Great clay lube and spot cleaner,1392076800,0,0,Chemical Guys,Chemical Guys WAC_116_16 - Extreme Slick Synthetic Detailer (16 oz),9.95
B001THVNCM,A39ZXTQZHRS8MV,"I like this spray detailer. It gives the car a very slick feel and seems to enhance the wax. Since these are all subjective observations, it's difficult to prove it is superior to other quick detailers, but for the prive and perceived performance, I am happy with this product. I use it on a Brilliant Black Audi with great results.",5,Very slick and good quality.,1389052800,0,0,Chemical Guys,Chemical Guys WAC_116_16 - Extreme Slick Synthetic Detailer (16 oz),9.95
B001THX4B0,A3IIGCFLKVFW8M,"Makes my car shine!  I can't wait for this winter to be over, as my Subie looks like a mess right now. I have used this in the past and it works great. Wax on, wax off Daniel son!",5,Shine shine shine,1393459200,0,0,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A3PFYORMOUR847,"Very easy to put on and remove and provides a nice, smooth finish that is very dirt repellent. Would buy again.",5,Nice wax,1398816000,0,0,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A2AWP7JZZU4727,"Just just they say, goes on like butter, and just wipes away. Easiest stuff I've ever worked with. It does deliver an impeccable shine. I'm sure there are better products out there, but for the price this stuff fit the bill. Didn't need to use much product either. A little goes a long way.",5,Smooth as butter.,1399507200,1,1,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A2Q3JAF2FM9O4S,"I bought this along with alot of others to make my own starter kit by chemical guys. The product applys very easy and with almost to effort. The product when on the car provides a really nice glass like finish on the car that looks very sharp. The only reason that it dident get 5 stars is that it doesent really have a anti static finish about it, it tend to allow things like pollen attach to it. Overall though it cleans really easy when things get on it.",4,I really like this product,1397347200,0,0,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A3958DHNOFEMB,"This wax goes on so easily, and comes with minimum effort. I have a blue truck and it really adds a nice shine to the paint",5,Love this wax,1403568000,0,0,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A2RBTYOF9N0NAZ,"I have used nearly every wax on the market and this is the easiest I have used. This is one I can trust on old finishes that you are scared your old carnauba will just become a part of. Easy on, easy off.",5,More great Chemical Guys products.,1402444800,0,0,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A1FLJ62L8JAQKO,"Used this wax about 2 months ago.  I washed, used a clay bar, then did a proper 2-step polishing process using Chemical Guys Hex-Logic Orange, then White polishing pads on a Porter Cable 7424 XP.After buffing to remove, I went over it with a coat of V07 Spray Sealant.  First impressions were that this wax was a good product.  It applied evenly,  dried to a haze in a reasonable time, and removal wasn't too much work.  The wax produced a nice shine, although this is irrelevant because wax only protects shine that is created from buffing.  Many people don't realize this, as wax creates the appearance of a shine by filling imperfections in the paint, but a true shine is created from buffing.I have washed the car twice since application - both times with Chemical Guys Maxi Suds car wash. Much to my disappointment, the quality of water beading after the 2nd wash significantly diminished which indicates that the wax layer is degrading.  It is still there, and I know a little V07 will bring it back to life, but overall lifespan was not as good as it should be.This isn't a bad product, so I chose 3 stars because it is reasonably priced, easy to apply/remove, but lifespan is not up to snuff.  Due to the extreme cold winter, I wanted a product that would last a bit longer.  I like other Chemical Guys products quite a bit, but I won't buy anymore of this after it is gone.  That said - it appears this quantity will last quite a while.",3,"Good Wax, Short on lifespan",1389139200,1,2,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THX4B0,A3BE4FT3VKBJ52,after buying the smaller bottle of this wax i decided to purchase the gallon jug. this stuff works amazing on darker colors especialy colors with flake in them and does last awhile between waxes. for the price and how well it shines you cant beat it.,5,my new fav wax,1402704000,0,0,Chemical Guys,Chemical Guys WAC_104_16 Butter Wet Wax Wet Look Shine Car Wax - 16 oz.,17.95
B001THXG7C,A17YNL1FBBH5B5,"I ordered this in mid December.2013 and I am reviewing this on March.2014.I got this gallon at a happy reduced price for $20.61 and no major problems w/ the shipping or the product.Used as a Quick Dust-off & Detailer Spray (after any and all paint correction steps)...it's pretty darn good!!Although it clearly says &#34;Spray Wax&#34; and &#34;Quick Detailer&#34;; (at first) -I was concerned if I could use this as a&#34;lubricant-substitute&#34; to wiping down any cutting compound residue during any paint correction procedures;Concerned that the &#34;so-called&#34; Wax would've created a wax-layer &#34;prior to&#34; PC machining the polishing oils?-Which may cause the polishing oils to not adhere (uniformly cover) properly, due to the questionable &#34;wax&#34;layering &#34;supposedly&#34; mixed-in with this Detailer... But, all in all w/ my experience with the CG WAC 102...I didn't notice any concerns to use this either as:  a Clay-bar Lubricant Substitute, a Quick-Dust off Detailer,or as a Temporary in-between spray substitute for Waxing (as it contains anti-UV agents) as normally foundwithin' most Carnauba-based car waxes. It's better to pick up a gallon today vs. the 16oz detail spray bottles.",5,Chemical Guys (WAC 102) Extreme CG-Speed Wipe (Spray Wax & Quick Detailer),1395014400,1,1,Chemical Guys,Chemical Guys WAC_102_16 CG Speed Wipe Spray Detailer and Streak Free Quick Speed Shine Wax - 16 oz.,8.95
B001THXG7C,A1YEU9GE4M904X,"This stuff is super easy to apply (just spray off and buff off), smells really good and leaves a great shine.  Highly recommended!",5,Awesome Shine,1402963200,0,0,Chemical Guys,Chemical Guys WAC_102_16 CG Speed Wipe Spray Detailer and Streak Free Quick Speed Shine Wax - 16 oz.,8.95
B001THXG7C,A2GNJL855VFSJS,I use this when my car is still wet.  It helps my drying time.  I would recommend this to anybody....plus it smells good!,5,Nice,1401148800,0,0,Chemical Guys,Chemical Guys WAC_102_16 CG Speed Wipe Spray Detailer and Streak Free Quick Speed Shine Wax - 16 oz.,8.95
B001TI1F5Q,A33FG1YPBIIW5X,"I ordered this product after being blown away by its performance on the Chemical Guys' YouTube channel and the great reviews on Amazon. I have used Silk Shine along side one of Chemical Guys' dizzying amount of cleaning products and exactly as instructed both on the bottle and in the video, and I have only achieved mediocre results at best. I REALLY want to like Chemical Guys and I have some more of their products on the way to hopefully yield better results, but I'm somewhat worried that their confusingly large product selection an indicator that results may vary.",2,"So far, I'm not impressed",1400371200,2,2,Chemical Guys,Chemical Guys TVD_109_16 - Silk Shine Sprayable Dressing (16 oz),9.95
B001TI1F5Q,A33JWU69YRMRPQ,"Bought this product again for the second time now. I just received the 2nd bottle and noticed that it comes with new designed bottle. If this one runs out, I'm not going to hesitate to buy another one.",5,Another great product from Chemical Guys,1389657600,0,0,Chemical Guys,Chemical Guys TVD_109_16 - Silk Shine Sprayable Dressing (16 oz),9.95
B001TI1F5Q,AKZ63DL494UCN,"Easy to apply, lasts long, and does not fling off when you drive for the first time, if you use with the foam applicator pads.",5,Great Spray Dressing,1395878400,0,0,Chemical Guys,Chemical Guys TVD_109_16 - Silk Shine Sprayable Dressing (16 oz),9.95
B001TI1F5Q,A2DFINH7PH42RK,"So admittedly, I didn't purchase this on Amazon - but since I'm on Amazon so much, I figured I may as well review it here as well.First of all, this stuff smells amazeballs. And it continues to have a very light scent for a couple of days after applying before it wears off. It smells like New Car Scent - which is pleasing to 99% of people.As for it's sheen, it goes on a thin liquid, and a little goes a long ways. Less, is more - like with more Chemical Guys products. I gave a microfiber applicator a couple of sprits, and went to down on the interior of one of our vehicles and instantly fell in love. It's a good half-way point between a gloss dressing, and a flat dressing (Such as InnerClean or Vintage Natural Shine).I'm not a big gloss fan, the interiors of cars aren't glossy from the factory, and in my belief - they should never BE glossy. But a litlte silky smooth/satin like sheen is good, it brings out the color of the interior. It really brings it to life.I used this on a black interior as well as a beige interior, and was satisfied with both. This product doesn't remain greasy whatsoever, and really soaks down into the pores. The black became black again, without that sun-faded gray color that most black interiors take on after a few years. After applying, I just give it a quick rub-down with a dry, clean microfiber towel to remove the excess, which takes a tad bit of gloss away (which I like) without removing all the material. Once it dries, it's dry - feels just like the dash should be, only it looks great.For the price of this product, it's worth a shot even if you've never used a professional product line. In the end if you don't like the results, give it to somebody else and let them try it.I believe this stuff would work great on the exterior as well, but I like to use dedicated exterior dressings because a water based dressing will generally be short-lived in wet, damp, and humid climates. Oil based dressings, when used correctly, last a lot longer and give good results.I highly recommend all Chemical Guys products, their quality is top notch and I have been satisfied with every product I've used so far.Enjoy.EDIT:So I went outside and gave the car a good cleaning since the weather is nice this weekend. Well, I decided to do the engine bay as well. After a good clean & dry, I decided to try this product out in the engine bay. Now, I'm not much for dressings in the engine bay because products tend to turn rubber and silicone pieces brown/yellow, which can be a pain to remove and is quite the eye-sore. While I can't comment on whether this does that, too - I will say this is the EASIEST dressing I have ever used under-hood. Gives a really good depth to black plastic pieces, and really gave the engine bay the 'pop' that most people go for. While I likely won't do this again (personal taste), I did want to give this product a shot and a thorough review. This product dries, and is very thin - therefore it made a great candidate for a dust-ridden environment such as an engine bay. It gave everything a good bit of protection, and even did a good job on clear plastics, making them seem semi-transparent (Washer Fluid bottle, overflow tank specifically). Just make sure everything is clean first, or like in my other dressing reviews - you're going to make really pretty mud.Very impressed!",5,Fell in love with this stuff!,1394236800,1,1,Chemical Guys,Chemical Guys TVD_109_16 - Silk Shine Sprayable Dressing (16 oz),9.95
B001TI1F5Q,A1OR9G1SN95QC6,"I have a closet full of detailing supplies and I thought I'd try this after having some nice results with other Chemical guys products. I would not recommend this as an all in one dressing. For interiors it actually seems to act as a dust magnet. Same goes for soft rubber on the exterior. It leaves a greasy sheen on exterior hard plastic that doesn't buff out easily.  So after all this negativity I gave it four stars because as a tire dressing, it is very good. TVD leaves a nice shine with no sling and is pretty much my go to tire dressing. So try it out. All Chemical Guys products are reasonably priced and usually worth it.",4,Good for tires but...,1403481600,0,0,Chemical Guys,Chemical Guys TVD_109_16 - Silk Shine Sprayable Dressing (16 oz),9.95
B001TI5IIQ,A3999B1P01986J,"If your headlights are really yellow this will improve it but don't expect professional results. Take your time and do it right, I'm not sold on the results and I will pass up on this in the future. Wet sanding an buffing is all this is but you can find a better compound.Give it a try for the moneyEasy & fast but not the bestYou'll see improvement but not perfectionNot for OCD people",3,It works okay but not the best,1398297600,0,0,Turtle Wax,Turtle Wax T-240KT Headlight Lens Restorer Kit,10.55
B001TI5IIQ,A2PO4RRGNWDLH5,Had very horrible yellow headlights and these greatly helped. I've done it a couple times try to get them perfect and still has a haze look. But unbelievable  how much better they are than when I first got the car.,4,Works,1389830400,0,0,Turtle Wax,Turtle Wax T-240KT Headlight Lens Restorer Kit,10.55
B001TI5IIQ,A3SCKXNV5NQR4I,"I am not sure what the problem is, but I used toothpaste at first and didn't notice a lot of difference on my 2009 Camry lens covers.  So I bought this and I don't see any difference.",2,Probably about the same as toothpaste,1399852800,0,0,Turtle Wax,Turtle Wax T-240KT Headlight Lens Restorer Kit,10.55
